ProbeID,Exome,Chr,Strand,From,To,Gene,Type,Max_MAF,Comment,Extra_Comment,CHR,TxStart,TxEnd,Gene_strand,Unique_gene_name
1030358,exome,chr16,-,23400207,23400256,COG7,exonic,,GOOD,NO,16,23399813,23464512,-,COG7
2140070,exome,chr16,-,69364882,69364931,COG8,exonic,,GOOD,NO,16,69362523,69373526,-,COG8
4250768,exome,chr17,-,55015689,55015738,COIL,exonic,,GOOD,NO,17,55015560,55038411,-,COIL
3180471,exome,chr6,-,33130584,33130634,COL11A2,exonic,,GOOD,NO,6,33130468,33160245,-,COL11A2.1
5720692,exome,chr10,+,71718725,71718774,COL13A1,exonic,,GOOD,NO,10,71561643,71718904,+,COL13A1.1
5360743,exome,chr1,-,32118261,32118310,COL16A1,exonic,,GOOD,NO,1,32117847,32169768,-,COL16A1
2630053,exome,chr5,-,74695155,74695204,COL4A3BP,exonic,,GOOD,NO,5,74666927,74807806,-,COL4A3BP.1
4120707,exome,chr5,-,74675237,74675286,COL4A3BP,exonic,,GOOD,NO,5,74666927,74807806,-,COL4A3BP.2
70196,exome,chr1,-,36561185,36561234,COL8A2,exonic,,GOOD,NO,1,36560836,36590685,-,COL8A2.1
3780168,exome,chr1,-,36561368,36561417,COL8A2,exonic,,GOOD,NO,1,36560836,36590685,-,COL8A2.2
6380040,exome,chr1,-,40766377,40766426,COL9A2,exonic,,GOOD,NO,1,40766162,40782939,-,COL9A2
2100767,exome,chr18,-,319781,319830,COLEC12,exonic,,GOOD,NO,18,319354,500729,-,COLEC12
2030400,exome,chr3,-,15491682,15491731,COLQ,exonic,,GOOD,NO,3,15491639,15563258,-,COLQ.1
6270047,exome,chr3,-,15540028,15540077,COLQ,exonic,,GOOD,NO,3,15491639,15563258,-,COLQ.2
3360093,exome,chr2,+,62363091,62363140,COMMD1,exonic,,GOOD,NO,2,62115857,62363205,+,COMMD1
1740392,exome,chr5,+,115628459,115628508,COMMD10,exonic,,GOOD,NO,5,115420672,115628987,+,COMMD10.1
6510719,exome,chr5,+,115628214,115628263,COMMD10,exonic,,GOOD,NO,5,115420672,115628987,+,COMMD10.2
6560020,exome,chr3,-,149458705,149458754,COMMD2,exonic,,GOOD,NO,3,149456256,149470286,-,COMMD2
1230523,exome,chr10,+,22608980,22609029,COMMD3,exonic,,GOOD,NO,10,22605311,22609246,+,COMMD3
2370093,exome,chr15,+,75632367,75632416,COMMD4,exonic,,GOOD,NO,15,75628336,75634268,+,COMMD4
20707,exome,chr8,-,146075979,146076028,COMMD5,exonic,,GOOD,NO,8,146075550,146078963,-,COMMD5.1
3190484,exome,chr8,-,146078267,146078316,COMMD5,exonic,,GOOD,NO,8,146075550,146078963,-,COMMD5.2
7050576,exome,chr20,-,31290703,31290752,COMMD7,exonic,,GOOD,NO,20,31290492,31331814,-,COMMD7
650148,exome,chr4,-,47453165,47453214,COMMD8,exonic,,GOOD,NO,4,47452810,47465676,-,COMMD8.1
1770400,exome,chr4,-,47453548,47453597,COMMD8,exonic,,GOOD,NO,4,47452810,47465676,-,COMMD8.2
3610114,exome,chr11,-,36295735,36295784,COMMD9,exonic,,GOOD,NO,11,36293841,36310999,-,COMMD9
520446,exome,chr22,+,19948775,19950061,COMT,exonic,,GOOD,SPLICE,22,19929262,19957498,+,COMT.1
6940243,exome,chr22,+,19956318,19956367,COMT,exonic,,GOOD,NO,22,19929262,19957498,+,COMT.2
6960377,exome,chr10,-,76993909,76993958,COMTD1,exonic,,GOOD,NO,10,76993728,76995770,-,COMTD1
4150500,exome,chr1,-,160259284,160259333,COPA,exonic,,GOOD,NO,1,160258376,160313354,-,COPA
6980170,exome,chr11,-,14480104,14480153,COPB1,exonic,,GOOD,NO,11,14479048,14521441,-,COPB1
50397,exome,chr3,-,139077054,139077103,COPB2,exonic,,GOOD,NO,3,139076432,139108522,-,COPB2
1070504,exome,chr19,-,19015638,19016410,COPE,exonic,,GOOD,SPLICE,19,19010322,19030199,-,COPE.1
1710687,exome,chr19,-,19010724,19011206,COPE,exonic,,GOOD,SPLICE,19,19010322,19030199,-,COPE.2
6510037,exome,chr3,+,128996268,128996317,COPG1,exonic,,GOOD,NO,3,128968452,128996616,+,COPG1
2030386,exome,chr7,-,130146341,130146390,COPG2,exonic,,GOOD,NO,7,130146079,130353598,-,COPG2
4890195,exome,chr15,-,49420104,49420153,COPS2,exonic,,GOOD,NO,15,49417470,49447854,-,COPS2
1030551,exome,chr17,-,17150327,17150376,COPS3,exonic,,GOOD,NO,17,17149937,17184617,-,COPS3
4290400,exome,chr4,+,83996534,83996583,COPS4,exonic,,GOOD,NO,4,83956238,83996971,+,COPS4
4010347,exome,chr8,-,67958084,67958133,COPS5,exonic,,GOOD,NO,8,67955314,67974562,-,COPS5
6350114,exome,chr7,+,99689530,99689579,COPS6,exonic,,GOOD,NO,7,99686582,99689822,+,COPS6
7320181,exome,chr12,+,6840857,6840906,COPS7A,exonic,,GOOD,NO,12,6833149,6841041,+,COPS7A
4590661,exome,chr2,+,232673225,232673274,COPS7B,exonic,,GOOD,NO,2,232646380,232673963,+,COPS7B
3180020,exome,chr2,+,238006858,238006907,COPS8,exonic,,GOOD,NO,2,237994083,238007489,+,COPS8.1
6940092,exome,chr2,+,238007111,238007160,COPS8,exonic,,GOOD,NO,2,237994083,238007489,+,COPS8.2
6330309,exome,chr12,+,54745197,54745246,COPZ1,exonic,,GOOD,NO,12,54718873,54745635,+,COPZ1
2630008,exome,chr12,+,56664505,56664554,COQ10A,exonic,,GOOD,NO,12,56660641,56664750,+,COQ10A
6380021,exome,chr2,+,198339580,198339629,COQ10B,exonic,,GOOD,NO,2,198318146,198340033,+,COQ10B
5720128,exome,chr4,-,84185148,84185197,COQ2,exonic,,GOOD,NO,4,84184976,84206067,-,COQ2
2760181,exome,chr6,-,99817496,99817545,COQ3,exonic,,GOOD,NO,6,99817347,99842082,-,COQ3
7570500,exome,chr12,-,120941351,120941400,COQ5,exonic,,GOOD,NO,12,120941081,120966964,-,COQ5
6620315,exome,chr14,+,74428526,74428575,COQ6,exonic,,GOOD,NO,14,74416636,74429813,+,COQ6.1
3310440,exome,chr16,+,19091058,19091107,COQ7,exonic,,GOOD,NO,16,19078916,19091417,+,COQ7
6660600,exome,chr16,+,57494820,57494869,COQ9,exonic,,GOOD,NO,16,57481336,57495187,+,COQ9
5390113,exome,chr16,+,30199766,30199815,CORO1A,exonic,,GOOD,NO,16,30194730,30200397,+,CORO1A
3780451,exome,chr11,-,67205914,67205963,CORO1B,exonic,,GOOD,NO,11,67205517,67211292,-,CORO1B.1
5310170,exome,chr11,-,67205653,67205702,CORO1B,exonic,,GOOD,NO,11,67205517,67211292,-,CORO1B.2
670025,exome,chr12,-,109039126,109039175,CORO1C,exonic,,GOOD,NO,12,109038884,109125326,-,CORO1C
1410609,exome,chr9,-,100886875,100886924,CORO2A,exonic,,GOOD,NO,9,100883256,100954956,-,CORO2A.1
3360167,exome,chr16,-,4404759,4404808,CORO7,exonic,,GOOD,NO,16,4404542,4466962,-,CORO7
1070678,exome,chr16,-,84599556,84599605,COTL1,exonic,,GOOD,NO,16,84599203,84651702,-,COTL1
3930053,exome,chr17,+,14111849,14111898,COX10,exonic,,GOOD,NO,17,13972718,14111996,+,COX10
2490739,exome,chr10,-,101473418,101473467,COX15,exonic,,GOOD,NO,10,101454549,101492423,-,COX15.1
4200100,exome,chr10,-,101471716,101471765,COX15,exonic,,GOOD,NO,10,101454549,101492423,-,COX15.2
630735,exome,chr3,-,119396161,119396210,COX17,exonic,,GOOD,NO,3,119388371,119396243,-,COX17
1450255,exome,chr7,-,1005797,1005846,COX19,exonic,,GOOD,NO,7,1004485,1015235,-,COX19
3390022,exome,chr16,+,85840509,85840558,COX4I1,exonic,,GOOD,NO,16,85833172,85840609,+,COX4I1
2630553,exome,chr16,-,85812578,85812627,EMC8,exonic,,GOOD,NO,16,85812230,85833148,-,EMC8
4900670,exome,chr15,-,75212766,75216020,COX5A,exonic,,GOOD,SPLICE,15,75212616,75230495,-,COX5A
1190220,exome,chr2,+,98262625,98263551,COX5B,exonic,,GOOD,SPLICE,2,98262520,98264657,+,COX5B
3850110,exome,chr12,+,120876242,120876291,COX6A1,exonic,,GOOD,NO,12,120875892,120878545,+,COX6A1
4250095,exome,chr19,+,36139232,36139281,COX6B1,exonic,,GOOD,NO,19,36139124,36149686,+,COX6B1
5820465,exome,chr8,-,100904153,100904202,COX6C,exonic,,GOOD,NO,8,100890222,100906242,-,COX6C
540491,exome,chr6,-,75950944,75953444,COX7A2,exonic,,GOOD,SPLICE,6,75947390,75953644,-,COX7A2
6180246,exome,chr2,-,42577975,42578024,COX7A2L,exonic,,GOOD,NO,2,42562700,42596097,-,COX7A2L
7570475,exome,chr5,+,85913807,85913856,COX7C,exonic,,GOOD,NO,5,85913783,85916583,+,COX7C
4490259,exome,chr11,+,63742263,63743742,COX8A,exonic,,GOOD,SPLICE,11,63742078,63744015,+,COX8A
5260082,exome,chr16,+,19564520,19564569,CCP110,exonic,,GOOD,NO,16,19535178,19564728,+,CCP110
4900551,exome,chr19,-,17003932,17003981,CPAMD8,exonic,,GOOD,NO,19,17003761,17137625,-,CPAMD8
6020543,exome,chr17,+,28795444,28795493,CPD,exonic,,GOOD,NO,17,28705941,28796675,+,CPD
830524,exome,chr4,+,15008961,15009010,CPEB2,exonic,,GOOD,NO,4,15004297,15071777,+,CPEB2.1
4830382,exome,chr4,+,15070834,15070883,CPEB2,exonic,,GOOD,NO,4,15004297,15071777,+,CPEB2.2
3610386,exome,chr10,-,93809109,93809158,CPEB3,exonic,,GOOD,NO,10,93808396,94050875,-,CPEB3
1500131,exome,chr5,+,173384956,173385005,CPEB4,exonic,,GOOD,NO,5,173315330,173387994,+,CPEB4
7650368,exome,chr5,+,175310662,175310711,CPLX2,exonic,,GOOD,NO,5,175223609,175311023,+,CPLX2.1
1980719,exome,chr12,-,69245612,69245661,CPM,exonic,,GOOD,NO,12,69244955,69357020,-,CPM.1
2510152,exome,chr12,-,69245079,69245128,CPM,exonic,,GOOD,NO,12,69244955,69357020,-,CPM.2
2470132,exome,chr3,-,194060656,194060705,CPN2,exonic,,GOOD,NO,3,194060493,194072057,-,CPN2.1
4570500,exome,chr20,-,34214121,34214170,CPNE1,exonic,,GOOD,NO,20,34213952,34252878,-,CPNE1.1
6180184,exome,chr20,-,34214541,34214590,CPNE1,exonic,,GOOD,NO,20,34213952,34252878,-,CPNE1.2
2190338,exome,chr16,+,57181525,57181574,CPNE2,exonic,,GOOD,NO,16,57126454,57181878,+,CPNE2
7570215,exome,chr8,+,87573314,87573363,CPNE3,exonic,,GOOD,NO,8,87526655,87573726,+,CPNE3
580592,exome,chr12,-,39046681,39046730,CPNE8,exonic,,GOOD,NO,12,39046001,39299420,-,CPNE8.1
1470386,exome,chr12,-,39046289,39046338,CPNE8,exonic,,GOOD,NO,12,39046001,39299420,-,CPNE8.2
1240242,exome,chr3,-,98298338,98298387,CPOX,exonic,,GOOD,NO,3,98298289,98312455,-,CPOX
6380121,exome,chr16,-,12757237,12757286,CPPED1,exonic,,GOOD,NO,16,12753655,12897744,-,CPPED1
3130349,exome,chr8,-,145618477,145618526,CPSF1,exonic,,GOOD,NO,8,145618445,145634733,-,CPSF1
1430110,exome,chr14,+,92630402,92630451,CPSF2,exonic,,GOOD,NO,14,92588297,92630543,+,CPSF2.1
3830204,exome,chr14,+,92630005,92630054,CPSF2,exonic,,GOOD,NO,14,92588297,92630543,+,CPSF2.2
5720564,exome,chr2,+,9611521,9613046,CPSF3,exonic,,GOOD,SPLICE,2,9563665,9613239,+,CPSF3
2070370,exome,chr1,-,1247267,1247409,CPSF3L,exonic,,GOOD,SPLICE,1,1246964,1260067,-,CPSF3L.1
4570692,exome,chr1,-,1247144,1247193,CPSF3L,exonic,,GOOD,NO,1,1246964,1260067,-,CPSF3L.2
5560010,exome,chr7,+,99054900,99054949,CPSF4,exonic,,GOOD,NO,7,99036562,99055000,+,CPSF4.1
5720347,exome,chr7,+,99054588,99054637,CPSF4,exonic,,GOOD,NO,7,99036562,99055000,+,CPSF4.2
450041,exome,chr17,-,71253885,71253934,CPSF4L,exonic,,GOOD,NO,17,71244587,71258019,-,CPSF4L
270047,exome,chr12,+,69664537,69664586,CPSF6,exonic,,GOOD,NO,12,69633316,69668138,+,CPSF6
2680458,exome,chr11,-,68524896,68524945,CPT1A,exonic,,GOOD,NO,11,68522087,68609399,-,CPT1A.1
4150091,exome,chr11,-,68522226,68522275,CPT1A,exonic,,GOOD,NO,11,68522087,68609399,-,CPT1A.2
5290358,exome,chr11,-,68527081,68527693,CPT1A,exonic,,GOOD,SPLICE,11,68522087,68609399,-,CPT1A.3
5360653,exome,chr1,+,53679620,53679669,CPT2,exonic,,GOOD,NO,1,53662100,53679869,+,CPT2
3870324,exome,chr7,-,29070270,29070319,CPVL,exonic,,GOOD,NO,7,29035246,29186153,-,CPVL
730577,exome,chr20,-,2774821,2774870,CPXM1,exonic,,GOOD,NO,20,2774714,2781292,-,CPXM1
1050025,exome,chr1,+,207812952,207813001,CR1,exonic,,GOOD,NO,1,207669472,207815110,+,CR1.1
3940356,exome,chr1,+,207793363,207795319,CR1,exonic,,GOOD,SPLICE,1,207669472,207815110,+,CR1.2
1030450,exome,chr1,+,207662678,207662727,CR2,exonic,,GOOD,NO,1,207627644,207663240,+,CR2.1
1990291,exome,chr12,+,94244065,94244114,CRADD,exonic,,GOOD,NO,12,94071146,94288616,+,CRADD
5340066,exome,chr16,+,1727492,1727541,CRAMP1,exonic,,GOOD,NO,16,1664640,1727909,+,CRAMP1
3120437,exome,chr9,-,131857301,131857350,CRAT,exonic,,GOOD,NO,9,131857072,131873070,-,CRAT
7400524,exome,chr19,+,6467018,6467067,CRB3,exonic,,GOOD,NO,19,6463787,6467230,+,CRB3.1
3610630,exome,chr3,-,3192695,3194154,CRBN,exonic,,GOOD,SPLICE,3,3191316,3221401,-,CRBN.1
3780554,exome,chr3,-,3191761,3191810,CRBN,exonic,,GOOD,NO,3,3191316,3221401,-,CRBN.2
6480121,exome,chr7,+,65618957,65619006,CRCP,exonic,,GOOD,NO,7,65579804,65619553,+,CRCP.1
1340358,exome,chr2,+,208463478,208463527,CREB1,exonic,,GOOD,NO,2,208394615,208470713,+,CREB1.1
7510092,exome,chr2,+,208461994,208462043,CREB1,exonic,,GOOD,NO,2,208394615,208470713,+,CREB1.2
7510470,exome,chr2,+,208463264,208463313,CREB1,exonic,,GOOD,NO,2,208394615,208470713,+,CREB1.3
7100520,exome,chr9,+,35736713,35736762,CREB3,exonic,,GOOD,NO,9,35732316,35737005,+,CREB3
20110,exome,chr7,-,137560176,137560225,CREB3L2,exonic,,GOOD,NO,7,137559724,137686847,-,CREB3L2
6200577,exome,chr7,+,28865142,28865191,CREB5,exonic,,GOOD,NO,7,28338939,28865511,+,CREB5.1
6560438,exome,chr16,-,3841985,3842034,CREBBP,exonic,,GOOD,NO,16,3775055,3930121,-,CREBBP.1
6840148,exome,chr16,-,3777162,3777211,CREBBP,exonic,,GOOD,NO,16,3775055,3930121,-,CREBBP.2
3940348,exome,chr6,-,32083355,32083404,ATF6B,exonic,,GOOD,NO,6,32083044,32096017,-,ATF6B.3
6220377,exome,chr12,+,12797916,12797965,CREBL2,exonic,,GOOD,NO,12,12764766,12798042,+,CREBL2
2120279,exome,chr11,-,85373064,85373113,CREBZF,exonic,,GOOD,NO,11,85368607,85376182,-,CREBZF
1090497,exome,chr1,-,167510656,167510705,CREG1,exonic,,GOOD,NO,1,167510250,167523056,-,CREG1
3400619,exome,chr3,+,9986533,9986582,CRELD1,exonic,,GOOD,NO,3,9975523,9987097,+,CRELD1
6560390,exome,chr22,+,50320979,50321028,CRELD2,exonic,,GOOD,NO,22,50312277,50321188,+,CRELD2
1470228,exome,chr7,-,30692901,30692950,CRHR2,exonic,,GOOD,NO,7,30691558,30739719,-,CRHR2
1170047,exome,chr14,+,105954825,105955020,CRIP1,exonic,,GOOD,SPLICE,14,105953256,105955124,+,CRIP1
4210653,exome,chr4,+,1389469,1389518,CRIPAK,exonic,,GOOD,NO,4,1385339,1389782,+,CRIPAK
5090731,exome,chr2,+,46851725,46851774,CRIPT,exonic,,GOOD,NO,2,46844310,46857315,+,CRIPT
4180079,exome,chr16,+,84942780,84942829,CRISPLD2,exonic,,GOOD,NO,16,84853586,84943116,+,CRISPLD2
4780086,exome,chr17,-,1325939,1325988,CRK,exonic,,GOOD,NO,17,1324646,1359561,-,CRK.1
6550196,exome,chr17,-,1326170,1326219,CRK,exonic,,GOOD,NO,17,1324646,1359561,-,CRK.2
7040014,exome,chr17,-,1339924,1339973,CRK,exonic,,GOOD,NO,17,1324646,1359561,-,CRK.3
5960767,exome,chr22,+,21307655,21307704,CRKL,exonic,,GOOD,NO,22,21271713,21308037,+,CRKL
5860048,exome,chr17,+,37688243,37688292,CDK12,exonic,,GOOD,NO,17,37617763,37690818,+,CDK12
4760095,exome,chr19,-,18704276,18704325,CRLF1,exonic,,GOOD,NO,19,18704034,18717660,-,CRLF1
670026,exome,chr17,-,29110132,29110181,CRLF3,exonic,,GOOD,NO,17,29109701,29151778,-,CRLF3.1
1740041,exome,chr17,-,29111149,29111198,CRLF3,exonic,,GOOD,NO,17,29109701,29151778,-,CRLF3.2
2710446,exome,chr20,+,6015110,6015159,CRLS1,exonic,,GOOD,NO,20,5986583,6020697,+,CRLS1
270309,exome,chr20,-,20015308,20015357,CRNKL1,exonic,,GOOD,NO,20,20015004,20036690,-,CRNKL1
610424,exome,chr1,+,17299225,17299274,CROCC,exonic,,GOOD,NO,1,17248444,17299474,+,CROCC
5360397,exome,chr17,+,48827899,48827948,LUC7L3,exonic,,GOOD,NO,17,48796925,48830072,+,LUC7L3.1
5900129,exome,chr17,+,48829913,48829962,LUC7L3,exonic,,GOOD,NO,17,48796925,48830072,+,LUC7L3.2
3870670,exome,chr5,-,156565547,156565596,MED7,exonic,,GOOD,NO,5,156565450,156569921,-,MED7.1
6060452,exome,chr5,-,156566016,156566065,MED7,exonic,,GOOD,NO,5,156565450,156569921,-,MED7.2
5700646,exome,chr3,+,33165900,33165949,CRTAP,exonic,,GOOD,NO,3,33155449,33189265,+,CRTAP.1
6770168,exome,chr3,+,33189081,33189130,CRTAP,exonic,,GOOD,NO,3,33155449,33189265,+,CRTAP.2
4260187,exome,chr1,-,153920417,153920466,CRTC2,exonic,,GOOD,NO,1,153920147,153931132,-,CRTC2
5900019,exome,chr15,+,91188413,91188462,CRTC3,exonic,,GOOD,NO,15,91073117,91188577,+,CRTC3
1940253,exome,chr12,-,107386611,107386660,CRY1,exonic,,GOOD,NO,12,107385142,107487635,-,CRY1.1
2850059,exome,chr12,-,107385196,107385245,CRY1,exonic,,GOOD,NO,12,107385142,107487635,-,CRY1.2
1190193,exome,chr11,+,45904655,45904704,CRY2,exonic,,GOOD,NO,11,45868668,45904799,+,CRY2
4280440,exome,chr2,-,219855042,219855091,CRYBA2,exonic,,GOOD,NO,2,219854911,219858127,-,CRYBA2.1
1410450,exome,chr2,-,209010565,209010614,CRYGB,exonic,,GOOD,NO,2,209007296,209010877,-,CRYGB
3940458,exome,chr13,-,20978089,20978138,CRYL1,exonic,,GOOD,NO,13,20977805,21100012,-,CRYL1
1010431,exome,chr16,-,21289547,21289596,CRYM,exonic,,GOOD,NO,16,21269838,21314457,-,CRYM.1
3850010,exome,chr1,-,75171373,75171422,CRYZ,exonic,,GOOD,NO,1,75171171,75199092,-,CRYZ
6060646,exome,chr21,-,34968093,34968142,CRYZL1,exonic,,GOOD,NO,21,34961647,35014160,-,CRYZL1
2140408,exome,chr12,-,56665618,56665667,CS,exonic,,GOOD,NO,12,56665482,56694175,-,CS.1
2470187,exome,chr12,-,56666121,56666170,CS,exonic,,GOOD,NO,12,56665482,56694175,-,CS.2
6380333,exome,chr12,-,56665556,56665605,CS,exonic,,GOOD,NO,12,56665482,56694175,-,CS.3
2810255,exome,chr12,-,53551871,53551920,CSAD,exonic,,GOOD,NO,12,53551446,53574693,-,CSAD.1
2320129,exome,chr12,-,10852002,10852051,YBX3,exonic,,GOOD,NO,12,10851675,10875953,-,YBX3
3710440,exome,chr1,-,115259677,115259726,CSDE1,exonic,,GOOD,NO,1,115259533,115300671,-,CSDE1.1
7510114,exome,chr1,-,115280132,115280181,CSDE1,exonic,,GOOD,NO,1,115259533,115300671,-,CSDE1.2
5130674,exome,chr20,+,47711441,47711490,CSE1L,exonic,,GOOD,NO,20,47662782,47713497,+,CSE1L.1
7000634,exome,chr20,+,47711500,47712934,CSE1L,exonic,,GOOD,SPLICE,20,47662782,47713497,+,CSE1L.2
1070014,exome,chr5,-,149432913,149432962,CSF1R,exonic,,GOOD,NO,5,149432853,149492935,-,CSF1R
3450349,exome,chr22,+,37334578,37334627,CSF2RB,exonic,,GOOD,NO,22,37309674,37336479,+,CSF2RB
1400746,exome,chr1,-,36932337,36932386,CSF3R,exonic,,GOOD,NO,1,36931643,36948915,-,CSF3R.1
6270114,exome,chr1,-,36931719,36931768,CSF3R,exonic,,GOOD,NO,1,36931643,36948915,-,CSF3R.2
4610561,exome,chr8,-,19262048,19262097,CSGALNACT1,exonic,,GOOD,NO,8,19261671,19540261,-,CSGALNACT1
1980092,exome,chr10,+,43659368,43659417,CSGALNACT2,exonic,,GOOD,NO,10,43633892,43680754,+,CSGALNACT2.1
3170239,exome,chr15,+,75095350,75095399,CSK,exonic,,GOOD,NO,15,75074424,75095539,+,CSK
7330102,exome,chr8,-,2795928,2795977,CSMD1,exonic,,GOOD,NO,8,2792874,4852328,-,CSMD1
3170468,exome,chr5,-,148885016,148885065,CSNK1A1,exonic,,GOOD,NO,5,148875456,148931115,-,CSNK1A1.1
7200376,exome,chr5,-,148897379,148897428,CSNK1A1,exonic,,GOOD,NO,5,148875456,148931115,-,CSNK1A1.2
4830176,exome,chr13,-,37678183,37678232,CSNK1A1L,exonic,,GOOD,NO,13,37677396,37679801,-,CSNK1A1L
780762,exome,chr17,-,80202349,80202398,CSNK1D,exonic,,GOOD,NO,17,80200536,80231618,-,CSNK1D.1
1110736,exome,chr17,-,80203865,80203914,CSNK1D,exonic,,GOOD,NO,17,80200536,80231618,-,CSNK1D.2
940577,exome,chr15,-,64458041,64458090,CSNK1G1,exonic,,GOOD,NO,15,64457715,64648442,-,CSNK1G1
1240192,exome,chr19,+,1981255,1981304,CSNK1G2,exonic,,GOOD,NO,19,1941160,1981336,+,CSNK1G2
4210064,exome,chr5,+,122951502,122951551,CSNK1G3,exonic,,GOOD,NO,5,122847792,122952738,+,CSNK1G3.1
5310630,exome,chr5,+,122950666,122950715,CSNK1G3,exonic,,GOOD,NO,5,122847792,122952738,+,CSNK1G3.2
130255,exome,chr20,-,464065,464114,CSNK2A1,exonic,,GOOD,NO,20,463337,524482,-,CSNK2A1.1
430025,exome,chr20,-,464175,464224,CSNK2A1,exonic,,GOOD,NO,20,463337,524482,-,CSNK2A1.2
4810709,exome,chr11,-,11373552,11373601,CSNK2A3,exonic,,GOOD,NO,11,11373488,11374904,-,CSNK2A3.1
6100255,exome,chr11,-,11373587,11373636,CSNK2A3,exonic,,GOOD,NO,11,11373488,11374904,-,CSNK2A3.2
6110187,exome,chr16,-,58192026,58192075,CSNK2A2,exonic,,GOOD,NO,16,58191811,58231782,-,CSNK2A2
3450156,exome,chr6,+,31637261,31637637,CSNK2B,exonic,,GOOD,SPLICE,6,31633656,31637847,+,CSNK2B
3870608,exome,chr8,+,68108160,68108209,CSPP1,exonic,,GOOD,NO,8,67976602,68108849,+,CSPP1.1
1110372,exome,chr12,-,51455194,51455243,CSRNP2,exonic,,GOOD,NO,12,51454987,51477454,-,CSRNP2.1
1940326,exome,chr12,-,51455556,51455605,CSRNP2,exonic,,GOOD,NO,12,51454987,51477454,-,CSRNP2.2
6370397,exome,chr1,-,201452912,201452961,CSRP1,exonic,,GOOD,NO,1,201452657,201476387,-,CSRP1
1990152,exome,chr12,-,77253382,77254074,CSRP2,exonic,,GOOD,SPLICE,12,77252494,77272820,-,CSRP2
6450543,exome,chr20,-,23614555,23614604,CST3,exonic,,GOOD,NO,20,23608533,23618685,-,CST3
4810341,exome,chr20,+,24940342,24940391,CST7,exonic,,GOOD,NO,20,24929865,24940564,+,CST7
110372,exome,chr3,+,122060733,122060782,CSTA,exonic,,GOOD,NO,3,122044010,122060815,+,CSTA
1430187,exome,chr21,-,45194551,45194600,CSTB,exonic,,GOOD,NO,21,45193545,45196256,-,CSTB
2630400,exome,chr10,-,53455427,53455476,CSTF2T,exonic,,GOOD,NO,10,53455245,53459355,-,CSTF2T
650598,exome,chr11,-,33163242,33163291,CSTF3,exonic,,GOOD,NO,11,33106129,33183037,-,CSTF3.1
1570754,exome,chr11,-,33106347,33106396,CSTF3,exonic,,GOOD,NO,11,33106129,33183037,-,CSTF3.2
3420253,exome,chr11,-,33163301,33163472,CSTF3,exonic,,GOOD,SPLICE,11,33106129,33183037,-,CSTF3.3
4900088,exome,chr4,-,1206028,1206077,CTBP1,exonic,,GOOD,NO,4,1205227,1242908,-,CTBP1.1
7510538,exome,chr4,-,1205412,1205461,CTBP1,exonic,,GOOD,NO,4,1205227,1242908,-,CTBP1.2
1010494,exome,chr10,-,126676553,126676602,CTBP2,exonic,,GOOD,NO,10,126676417,126849630,-,CTBP2.1
4880292,exome,chr10,-,126714876,126714925,CTBP2,exonic,,GOOD,NO,10,126676417,126849630,-,CTBP2.2
2850184,exome,chr1,-,85020746,85020795,CTBS,exonic,,GOOD,NO,1,85018803,85040163,-,CTBS
5220196,exome,chr16,+,67672480,67672529,CTCF,exonic,,GOOD,NO,16,67596309,67673088,+,CTCF
4060167,exome,chr18,+,77514082,77514131,CTDP1,exonic,,GOOD,NO,18,77439800,77514510,+,CTDP1.1
6620433,exome,chr18,+,77514142,77514191,CTDP1,exonic,,GOOD,NO,18,77439800,77514510,+,CTDP1.2
5080682,exome,chr2,+,219270473,219270522,CTDSP1,exonic,,GOOD,NO,2,219263060,219270664,+,CTDSP1.1
650681,exome,chr12,-,58213946,58213995,CTDSP2,exonic,,GOOD,NO,12,58213709,58240747,-,CTDSP2.1
1770170,exome,chr3,+,38025774,38025823,CTDSPL,exonic,,GOOD,NO,3,37903668,38025960,+,CTDSPL
360682,exome,chr15,+,44817469,44817518,CTDSPL2,exonic,,GOOD,NO,15,44719578,44819429,+,CTDSPL2.1
1440674,exome,chr15,+,44817474,44817523,CTDSPL2,exonic,,GOOD,NO,15,44719578,44819429,+,CTDSPL2.2
2640292,exome,chr6,-,132269522,132269571,CTGF,exonic,,GOOD,NO,6,132269316,132272518,-,CTGF
770424,exome,chr10,+,51770126,51770175,AGAP6,exonic,,GOOD,NO,10,51748077,51770259,+,AGAP6.1
3890017,exome,chr5,+,138270190,138270239,CTNNA1,exonic,,GOOD,NO,5,138089074,138270723,+,CTNNA1
290475,exome,chr9,-,111714562,111714611,CTNNAL1,exonic,,GOOD,NO,9,111704848,111775874,-,CTNNAL1.1
940722,exome,chr9,-,111706020,111706069,CTNNAL1,exonic,,GOOD,NO,9,111704848,111775874,-,CTNNAL1.2
3800671,exome,chr3,+,41277877,41277926,CTNNB1,exonic,,GOOD,NO,3,41240941,41281939,+,CTNNB1.1
4260379,exome,chr3,+,41277875,41277924,CTNNB1,exonic,,GOOD,NO,3,41240941,41281939,+,CTNNB1.2
7210095,exome,chr3,+,41281520,41281569,CTNNB1,exonic,,GOOD,NO,3,41240941,41281939,+,CTNNB1.3
430259,exome,chr1,-,9908550,9908599,CTNNBIP1,exonic,,GOOD,NO,1,9908333,9970316,-,CTNNBIP1
940280,exome,chr20,+,36488363,36488412,CTNNBL1,exonic,,GOOD,NO,20,36322356,36500531,+,CTNNBL1
