ProbeID,Exome,Chr,Strand,From,To,Gene,Type,Max_MAF,Comment,Extra_Comment,CHR,TxStart,TxEnd,Gene_strand
4230066,exome,chr16,+,29830957,29831006,PAGR1,exonic,,GOOD,NO,16,29827527,29833816,+
7040471,exome,chr16,-,29754939,29754988,C16orf54,exonic,,GOOD,NO,16,29753785,29757340,-
6940554,exome,chr16,-,67862479,67862616,CENPT,exonic,,GOOD,SPLICE,16,67862059,67881361,-
2750360,exome,chr16,+,58055329,58055378,USB1,exonic,,GOOD,NO,16,58035276,58055527,+
6940647,exome,chr16,-,31500831,31500880,C16orf58,exonic,,GOOD,NO,16,31500795,31519740,-
6400025,exome,chr16,-,81009773,81009822,CMC2,exonic,,GOOD,NO,16,81009698,81040502,-
1170719,exome,chr16,+,19712229,19712278,C16orf62,exonic,,GOOD,NO,16,19566736,19712485,+
6520497,exome,chr16,-,15959793,15959842,FOPNL,exonic,,GOOD,NO,16,15959575,15982506,-
650626,exome,chr16,+,8736353,8736402,METTL22,exonic,,GOOD,NO,16,8715496,8740079,+
6770681,exome,chr16,+,50070860,50070909,CNEP1R1,exonic,,GOOD,NO,16,50059116,50070999,+
4760433,exome,chr16,-,89773626,89773675,VPS9D1,exonic,,GOOD,NO,16,89773540,89787394,-
4670520,exome,chr16,+,67181661,67181710,C16orf70,exonic,,GOOD,NO,16,67143795,67182447,+
3180450,exome,chr16,+,9213310,9213359,C16orf72,exonic,,GOOD,NO,16,9185536,9213555,+
6960358,exome,chr16,-,85741605,85741654,C16orf74,exonic,,GOOD,NO,16,85741123,85784689,-
5360630,exome,chr16,-,58147700,58147749,CFAP20,exonic,,GOOD,NO,16,58147491,58163329,-
3140653,exome,chr16,+,67702444,67702493,C16orf86,exonic,,GOOD,NO,16,67700716,67702661,+
1010575,exome,chr16,-,46836674,46836723,C16orf87,exonic,,GOOD,NO,16,46835958,46865074,-
4890056,exome,chr16,-,1470097,1470146,C16orf91,exonic,,GOOD,NO,16,1469744,1470801,-
4070424,exome,chr16,-,30768791,30768840,CCDC189,exonic,,GOOD,NO,16,30768743,30773565,-
6760270,exome,chr17,+,6556275,6556324,C17orf100,exonic,,GOOD,NO,17,6555058,6556617,+
3990035,exome,chr17,-,80350360,80350409,OGFOD3,exonic,,GOOD,NO,17,80347085,80376513,-
6590373,exome,chr17,-,80356104,80356153,OGFOD3,exonic,,GOOD,NO,17,80347085,80376513,-
10717,exome,chr17,-,37885588,37885637,MIEN1,exonic,,GOOD,NO,17,37884752,37886816,-
1240025,exome,chr17,-,8722473,8725169,PIK3R6,exonic,,GOOD,SPLICE,17,8706040,8770994,-
780070,exome,chr17,+,17971169,17971218,GID4,exonic,,GOOD,NO,17,17942610,17971718,+
3990736,exome,chr17,+,17971313,17971362,GID4,exonic,,GOOD,NO,17,17942610,17971718,+
1050427,exome,chr17,-,29226383,29226432,TEFM,exonic,,GOOD,NO,17,29226000,29233286,-
7100632,exome,chr17,+,16345127,16345176,LRRC75A-AS1,exonic,,GOOD,NO,17,16342300,16373962,+
6180082,exome,chr17,-,56619206,56619255,C17orf47,exonic,,GOOD,NO,17,56618947,56621733,-
6580129,exome,chr17,+,10614245,10614294,ADPRM,exonic,,GOOD,NO,17,10600926,10614875,+
3390653,exome,chr17,-,21434379,21434428,C17orf51,exonic,,GOOD,NO,17,21431570,21454941,-
4230356,exome,chr17,-,79202357,79202406,ENTHD2,exonic,,GOOD,NO,17,79202076,79212891,-
650168,exome,chr17,-,65987314,65987363,C17orf58,exonic,,GOOD,NO,17,65987214,65989765,-
3440703,exome,chr17,-,65987793,65987842,C17orf58,exonic,,GOOD,NO,17,65987214,65989765,-
3450176,exome,chr17,-,65987794,65987843,C17orf58,exonic,,GOOD,NO,17,65987214,65989765,-
6400114,exome,chr17,-,8091881,8091930,BORCS6,exonic,,GOOD,NO,17,8091650,8093564,-
2340521,exome,chr17,-,7306361,7306410,TMEM256,exonic,,GOOD,NO,17,7306292,7307450,-
6560767,exome,chr17,-,80400785,80400834,C17orf62,exonic,,GOOD,NO,17,80400462,80408707,-
5570224,exome,chr17,-,27084085,27084134,FAM222B,exonic,,GOOD,NO,17,27082995,27169857,-
20131,exome,chr17,-,42253765,42253814,ASB16-AS1,exonic,,GOOD,NO,17,42253341,42264085,-
4210286,exome,chr17,-,8130226,8130275,CTC1,exonic,,GOOD,NO,17,8128138,8151413,-
5310181,exome,chr17,-,8131227,8131276,CTC1,exonic,,GOOD,NO,17,8128138,8151413,-
6370288,exome,chr17,-,8131244,8131293,CTC1,exonic,,GOOD,NO,17,8128138,8151413,-
4540064,exome,chr17,-,79506934,79506983,FAAP100,exonic,,GOOD,NO,17,79506910,79519429,-
2490377,exome,chr17,+,57292291,57292340,SMG8,exonic,,GOOD,NO,17,57287370,57292611,+
840753,exome,chr17,+,35749479,35749528,C17orf78,exonic,,GOOD,NO,17,35732927,35749662,+
3390477,exome,chr17,-,30179124,30179173,COPRS,exonic,,GOOD,NO,17,30178883,30186326,-
1430678,exome,chr17,+,71243501,71243550,C17orf80,exonic,,GOOD,NO,17,71228371,71245095,+
2360131,exome,chr17,+,7161971,7162162,ELP5,exonic,,GOOD,SPLICE,17,7155371,7163259,+
4180491,exome,chr17,+,7163081,7163130,ELP5,exonic,,GOOD,NO,17,7155371,7163259,+
3180343,exome,chr17,-,3714913,3714962,NCBP3,exonic,,GOOD,NO,17,3710044,3749545,-
4060632,exome,chr17,-,5114202,5118220,SCIMP,exonic,,GOOD,SPLICE,17,5112215,5138155,-
5890678,exome,chr17,-,5113821,5113870,SCIMP,exonic,,GOOD,NO,17,5112215,5138155,-
6110327,exome,chr17,+,41995148,41995197,FAM215A,exonic,,GOOD,NO,17,41994575,41995355,+
940300,exome,chr17,-,79632121,79632170,OXLD1,exonic,,GOOD,NO,17,79632065,79633667,-
6110767,exome,chr17,-,79632578,79633560,OXLD1,exonic,,GOOD,SPLICE,17,79632065,79633667,-
5290161,exome,chr17,-,1615064,1615113,MIR22HG,exonic,,GOOD,NO,17,1614797,1619566,-
2940072,exome,chr17,+,46800555,46800604,PRAC2,exonic,,GOOD,NO,17,46800529,46802120,+
1030440,exome,chr17,+,74725819,74725868,METTL23,exonic,,GOOD,NO,17,74722911,74729963,+
4810279,exome,chr17,+,74725821,74725870,METTL23,exonic,,GOOD,NO,17,74722911,74729963,+
5090717,exome,chr17,+,74729197,74729246,METTL23,exonic,,GOOD,NO,17,74722911,74729963,+
2640142,exome,chr17,+,264017,264066,C17orf97,exonic,,GOOD,NO,17,260117,264457,+
4640161,exome,chr17,+,264272,264321,C17orf97,exonic,,GOOD,NO,17,260117,264457,+
3060390,exome,chr18,+,13652089,13652138,LDLRAD4,exonic,,GOOD,NO,18,13218728,13652753,+
2690541,exome,chr18,-,34376577,34376626,TPGS2,exonic,,GOOD,NO,18,34359987,34409179,-
4180168,exome,chr18,-,5236978,5237027,LINC00526,exonic,,GOOD,NO,18,5236722,5238028,-
3450300,exome,chr18,-,13681758,13681807,FAM210A,exonic,,GOOD,NO,18,13663345,13726591,-
450070,exome,chr18,+,33557529,33558812,C18orf21,exonic,,GOOD,SPLICE,18,33552587,33559250,+
6770465,exome,chr18,+,77806076,77806125,RBFA,exonic,,GOOD,NO,18,77794345,77810652,+
1410563,exome,chr18,+,43846636,43846685,C18orf25,exonic,,GOOD,NO,18,43753987,43846955,+
4920189,exome,chr18,+,51907657,51907706,C18orf54,exonic,,GOOD,NO,18,51884286,51908405,+
4900609,exome,chr18,+,71825470,71825618,TIMM21,exonic,,GOOD,SPLICE,18,71815745,71826204,+
6040475,exome,chr18,+,71825742,71825791,TIMM21,exonic,,GOOD,NO,18,71815745,71826204,+
1470170,exome,chr18,+,21110394,21110443,C18orf8,exonic,,GOOD,NO,18,21083433,21111771,+
1030458,exome,chr19,-,4657862,4657911,MYDGF,exonic,,GOOD,NO,19,4657556,4670415,-
4070307,exome,chr19,-,30190264,30190313,C19orf12,exonic,,GOOD,NO,19,30189792,30206696,-
6370377,exome,chr19,-,30192941,30192990,C19orf12,exonic,,GOOD,NO,19,30189792,30206696,-
6380681,exome,chr19,-,30192137,30192186,C19orf12,exonic,,GOOD,NO,19,30189792,30206696,-
2600040,exome,chr19,+,30503349,30503398,URI1,exonic,,GOOD,NO,19,30414550,30507519,+
5670341,exome,chr19,+,764225,764274,MISP,exonic,,GOOD,NO,19,751112,764319,+
150020,exome,chr19,-,896612,896661,R3HDM4,exonic,,GOOD,NO,19,896502,913225,-
10189,exome,chr19,+,1278916,1278965,C19orf24,exonic,,GOOD,NO,19,1275519,1279243,+
6520113,exome,chr19,-,1473347,1473396,C19orf25,exonic,,GOOD,NO,19,1473199,1479228,-
6660044,exome,chr19,-,1230383,1230432,CBARP,exonic,,GOOD,NO,19,1229946,1237990,-
2900358,exome,chr19,-,3544421,3544470,MFSD12,exonic,,GOOD,NO,19,3544196,3557582,-
70243,exome,chr19,-,3610974,3611023,CACTIN,exonic,,GOOD,NO,19,3610626,3626813,-
1820307,exome,chr19,-,3610843,3610892,CACTIN,exonic,,GOOD,NO,19,3610626,3626813,-
4880528,exome,chr19,+,4772208,4772257,MIR7-3HG,exonic,,GOOD,NO,19,4769116,4772568,+
870133,exome,chr19,+,10980174,10980223,C19orf38,exonic,,GOOD,NO,19,10959105,10980360,+
4890364,exome,chr19,+,33467460,33467509,FAAP24,exonic,,GOOD,NO,19,33463122,33468401,+
1300041,exome,chr19,-,16757165,16757214,SMIM7,exonic,,GOOD,NO,19,16756958,16770968,-
1470358,exome,chr19,-,12841881,12842205,C19orf43,exonic,,GOOD,SPLICE,19,12841453,12845529,-
6580202,exome,chr19,-,12841665,12841714,C19orf43,exonic,,GOOD,NO,19,12841453,12845529,-
4230603,exome,chr19,-,40827241,40827290,C19orf47,exonic,,GOOD,NO,19,40826966,40854434,-
2850630,exome,chr19,-,51300967,51301016,C19orf48,exonic,,GOOD,NO,19,51300949,51308110,-
3780131,exome,chr19,+,18679934,18679983,KXD1,exonic,,GOOD,NO,19,18668571,18680197,+
6290253,exome,chr19,+,11040560,11040609,C19orf52,exonic,,GOOD,NO,19,11039423,11040916,+
3460184,exome,chr19,+,13889184,13889233,C19orf53,exonic,,GOOD,NO,19,13885256,13889586,+
650167,exome,chr19,-,41246814,41246863,C19orf54,exonic,,GOOD,NO,19,41246760,41255828,-
3800079,exome,chr19,-,12778932,12778981,WDR83OS,exonic,,GOOD,NO,19,12778880,12780465,-
6110240,exome,chr19,-,13993503,13993552,C19orf57,exonic,,GOOD,NO,19,13993167,14016909,-
1070367,exome,chr19,+,7744534,7744583,MCEMP1,exonic,,GOOD,NO,19,7741942,7744719,+
3420333,exome,chr19,-,1009813,1009862,TMEM259,exonic,,GOOD,NO,19,1009649,1021141,-
2650274,exome,chr19,+,18700302,18700351,C19orf60,exonic,,GOOD,NO,19,18699494,18703147,+
6760414,exome,chr19,+,18702960,18703009,C19orf60,exonic,,GOOD,NO,19,18699494,18703147,+
2750465,exome,chr19,-,44237523,44237572,SMG9,exonic,,GOOD,NO,19,44235300,44259142,-
2760259,exome,chr19,+,17387310,17387359,BABAM1,exonic,,GOOD,NO,19,17378184,17390162,+
3610768,exome,chr19,+,17389897,17389946,BABAM1,exonic,,GOOD,NO,19,17378184,17390162,+
6960408,exome,chr19,+,50986237,50986286,EMC10,exonic,,GOOD,NO,19,50979733,50986783,+
5220204,exome,chr19,+,10203832,10203881,C19orf66,exonic,,GOOD,NO,19,10196794,10203928,+
4200181,exome,chr19,-,5679364,5679602,C19orf70,exonic,,GOOD,SPLICE,19,5678424,5680907,-
4120382,exome,chr19,+,3543646,3543843,C19orf71,exonic,,GOOD,SPLICE,19,3539154,3544028,+
2480674,exome,chr2,-,68269368,68269417,C1D,exonic,,GOOD,NO,2,68269331,68290159,-
580066,exome,chr7,+,7283605,7283654,C1GALT1,exonic,,GOOD,NO,7,7222245,7288280,+
1300092,exome,chr1,+,210030453,210030502,DIEXF,exonic,,GOOD,NO,1,210001311,210030910,+
4540039,exome,chr1,-,38147996,38148045,C1orf109,exonic,,GOOD,NO,1,38147241,38156267,-
940240,exome,chr1,+,169822009,169822058,C1orf112,exonic,,GOOD,NO,1,169763870,169822230,+
770564,exome,chr1,+,220872268,220872317,C1orf115,exonic,,GOOD,NO,1,220863627,220872499,+
620433,exome,chr1,+,38274738,38274787,C1orf122,exonic,,GOOD,NO,1,38273472,38275126,+
5720414,exome,chr1,-,53680139,53680188,C1orf123,exonic,,GOOD,NO,1,53679771,53686311,-
20553,exome,chr1,+,231489291,231489340,SPRTN,exonic,,GOOD,NO,1,231473681,231490773,+
1580102,exome,chr1,+,231488813,231488862,SPRTN,exonic,,GOOD,NO,1,231473681,231490773,+
270133,exome,chr1,+,24114371,24114420,PITHD1,exonic,,GOOD,NO,1,24104875,24114722,+
4760692,exome,chr1,-,231359830,231359879,C1orf131,exonic,,GOOD,NO,1,231359508,231376933,-
2030044,exome,chr1,+,16722730,16722779,SZRD1,exonic,,GOOD,NO,1,16693524,16724643,+
4290136,exome,chr1,+,19954399,19954448,MINOS1,exonic,,GOOD,NO,1,19923470,19956315,+
4540463,exome,chr1,-,169762307,169762356,METTL18,exonic,,GOOD,NO,1,169761669,169764117,-
7050719,exome,chr1,+,112020978,112021027,C1orf162,exonic,,GOOD,NO,1,112016490,112021134,+
2810022,exome,chr1,-,53152598,53152647,COA7,exonic,,GOOD,NO,1,53152013,53164038,-
6400097,exome,chr1,-,20826096,20826145,MUL1,exonic,,GOOD,NO,1,20825940,20834674,-
4290114,exome,chr1,-,27276395,27276444,KDF1,exonic,,GOOD,NO,1,27276046,27286901,-
6350451,exome,chr1,-,3805916,3805965,C1orf174,exonic,,GOOD,NO,1,3805696,3816857,-
4900471,exome,chr1,+,55307561,55307610,LEXM,exonic,,GOOD,NO,1,55271735,55307937,+
3870112,exome,chr1,+,184043020,184043069,TSEN15,exonic,,GOOD,NO,1,184020784,184043344,+
1260576,exome,chr1,-,230973168,230973217,C1orf198,exonic,,GOOD,NO,1,230972864,231005335,-
4540537,exome,chr1,-,24683930,24683979,STPG1,exonic,,GOOD,NO,1,24683488,24741587,-
5720632,exome,chr1,-,116947462,116947511,ATP1A1-AS1,exonic,,GOOD,NO,1,116935486,116961244,-
3390025,exome,chr1,-,159804421,159804470,C1orf204,exonic,,GOOD,NO,1,159804263,159825137,-
3420435,exome,chr1,-,43747629,43747678,C1orf210,exonic,,GOOD,NO,1,43747555,43751288,-
7040411,exome,chr1,-,35319176,35319225,SMIM12,exonic,,GOOD,NO,1,35315962,35325417,-
2140180,exome,chr1,-,26211342,26211391,STMN1,exonic,,GOOD,NO,1,26210676,26233368,-
4670608,exome,chr1,-,36179652,36179701,C1orf216,exonic,,GOOD,NO,1,36179476,36184790,-
4860575,exome,chr1,-,197478807,197478856,DENND1B,exonic,,GOOD,NO,1,197473878,197744623,-
2260521,exome,chr1,-,185087373,185087422,TRMT1L,exonic,,GOOD,NO,1,185087217,185126230,-
4890647,exome,chr1,-,185089233,185089282,TRMT1L,exonic,,GOOD,NO,1,185087217,185126230,-
3290017,exome,chr1,+,185260526,185260575,SWT1,exonic,,GOOD,NO,1,185126191,185260913,+
3120195,exome,chr1,+,186390168,186390217,C1orf27,exonic,,GOOD,NO,1,186344889,186390503,+
2360598,exome,chr1,+,234510021,234510070,COA6,exonic,,GOOD,NO,1,234509182,234519795,+
5820500,exome,chr1,-,228288677,228288726,C1orf35,exonic,,GOOD,NO,1,228288427,228291163,-
2470240,exome,chr1,+,28212818,28212867,THEMIS2,exonic,,GOOD,NO,1,28199053,28213196,+
6450273,exome,chr1,-,54405753,54411259,HSPB11,exonic,,GOOD,SPLICE,1,54387233,54411981,-
3780411,exome,chr1,-,154179431,154179480,C1orf43,exonic,,GOOD,NO,1,154179176,154193273,-
4890113,exome,chr1,-,154186371,154186420,C1orf43,exonic,,GOOD,NO,1,154179176,154193273,-
6350292,exome,chr1,+,43241094,43241143,C1orf50,exonic,,GOOD,NO,1,43232915,43241413,+
990167,exome,chr1,-,85717728,85717777,C1orf52,exonic,,GOOD,NO,1,85715636,85725355,-
990382,exome,chr1,+,197874983,197876283,C1orf53,exonic,,GOOD,SPLICE,1,197871681,197876497,+
2600278,exome,chr1,+,150252065,150252114,C1orf54,exonic,,GOOD,NO,1,150244686,150253335,+
1010435,exome,chr1,-,226170901,226170950,SDE2,exonic,,GOOD,NO,1,226170402,226187066,-
3460056,exome,chr1,+,233113938,233113987,NTPCR,exonic,,GOOD,NO,1,233086369,233114219,+
1710242,exome,chr1,-,109191219,109191268,HENMT1,exonic,,GOOD,NO,1,109190909,109204148,-
1990717,exome,chr1,-,25568860,25568909,RSRP1,exonic,,GOOD,NO,1,25568727,25664745,-
7610202,exome,chr1,+,156705646,156705695,RRNAD1,exonic,,GOOD,NO,1,156698262,156706752,+
6650121,exome,chr1,+,246830339,246830388,CNST,exonic,,GOOD,NO,1,246729638,246831884,+
2190240,exome,chr1,-,209955780,209955829,C1orf74,exonic,,GOOD,NO,1,209952552,209958075,-
2690215,exome,chr1,+,153617713,153617762,CHTOP,exonic,,GOOD,NO,1,153606457,153618782,+
7510553,exome,chr1,+,54565058,54565107,TCEANC2,exonic,,GOOD,NO,1,54519244,54578192,+
2640086,exome,chr1,-,156262581,156262630,GLMP,exonic,,GOOD,NO,1,156262477,156265480,-
1570564,exome,chr1,-,2121160,2121209,FAAP20,exonic,,GOOD,NO,1,2115898,2144159,-
7330653,exome,chr1,-,2115956,2116005,FAAP20,exonic,,GOOD,NO,1,2115898,2144159,-
1820692,exome,chr1,+,111895027,111895076,PIFO,exonic,,GOOD,NO,1,111889181,111895639,+
4780349,exome,chr1,+,172580832,172580881,SUCO,exonic,,GOOD,NO,1,172501488,172580975,+
4250044,exome,chr1,-,32680103,32680152,TMEM234,exonic,,GOOD,NO,1,32680077,32687972,-
4210133,exome,chr1,+,2522670,2522719,FAM213B,exonic,,GOOD,NO,1,2517898,2522908,+
3890754,exome,chr1,+,226792926,226792975,STUM,exonic,,GOOD,NO,1,226736500,226796915,+
4830128,exome,chr1,-,229456863,229456912,CCSAP,exonic,,GOOD,NO,1,229456751,229478688,-
6020315,exome,chr1,+,211565210,211565259,LINC00467,exonic,,GOOD,NO,1,211556096,211605877,+
6510360,exome,chr1,+,211605698,211605747,LINC00467,exonic,,GOOD,NO,1,211556096,211605877,+
2940685,exome,chr1,+,22965739,22965788,C1QA,exonic,,GOOD,NO,1,22963117,22966175,+
5910019,exome,chr1,+,22987790,22987839,C1QB,exonic,,GOOD,NO,1,22979681,22988029,+
7200392,exome,chr17,-,5336407,5336456,C1QBP,exonic,,GOOD,NO,17,5336098,5342471,-
1440341,exome,chr1,+,22974217,22974266,C1QC,exonic,,GOOD,NO,1,22970117,22974603,+
7210041,exome,chr2,-,119914220,119914269,C1QL2,exonic,,GOOD,NO,2,119913818,119916471,-
780110,exome,chr22,-,37576911,37576960,C1QTNF6,exonic,,GOOD,NO,22,37576205,37584330,-
5810424,exome,chr12,-,7247432,7247481,C1RL,exonic,,GOOD,NO,12,7247145,7261874,-
670594,exome,chr6,+,31913167,31913216,C2,exonic,,GOOD,NO,6,31865561,31913451,+
1400601,exome,chr20,+,42698110,42698159,TOX2,exonic,,GOOD,NO,20,42543491,42698254,+
4290026,exome,chr20,+,9510993,9511042,LAMP5,exonic,,GOOD,NO,20,9495004,9511171,+
770561,exome,chr20,+,54943439,54943488,FAM210B,exonic,,GOOD,NO,20,54933982,54943718,+
7400689,exome,chr20,+,61579735,61579784,GID8,exonic,,GOOD,NO,20,61569440,61579827,+
2810082,exome,chr20,-,42825749,42825798,OSER1,exonic,,GOOD,NO,20,42824580,42839546,-
290132,exome,chr20,-,35406033,35406082,SOGA1,exonic,,GOOD,NO,20,35405844,35492087,-
770221,exome,chr20,+,58522134,58522183,FAM217B,exonic,,GOOD,NO,20,58508818,58523702,+
5130167,exome,chr20,-,3230463,3230512,C20orf194,exonic,,GOOD,NO,20,3229947,3388309,-
7160066,exome,chr20,+,5844408,5844457,C20orf196,exonic,,GOOD,NO,20,5731032,5845053,+
2480064,exome,chr20,+,47895647,47895696,ZFAS1,exonic,,GOOD,NO,20,47894714,47905795,+
7380634,exome,chr20,+,61431877,61431926,MRGBP,exonic,,GOOD,NO,20,61427756,61433090,+
2750647,exome,chr20,-,3734209,3734258,C20orf27,exonic,,GOOD,NO,20,3734145,3749035,-
3940059,exome,chr20,+,3805699,3805748,AP5S1,exonic,,GOOD,NO,20,3801170,3805954,+
4040204,exome,chr20,-,24943888,24943937,APMAP,exonic,,GOOD,NO,20,24943579,24973425,-
1110541,exome,chr20,-,5080812,5080861,TMEM230,exonic,,GOOD,NO,20,5080483,5093733,-
2450398,exome,chr20,-,5080801,5080850,TMEM230,exonic,,GOOD,NO,20,5080483,5093733,-
5130129,exome,chr20,+,34844543,34844592,AAR2,exonic,,GOOD,NO,20,34824338,34844863,+
4180673,exome,chr20,+,55093785,55093834,RTFDC1,exonic,,GOOD,NO,20,55043640,55093942,+
7000403,exome,chr20,-,57609653,57609702,PRELID3B,exonic,,GOOD,NO,20,57608199,57617901,-
2900369,exome,chr20,-,61665821,61665870,LINC00029,exonic,,GOOD,NO,20,61665568,61668380,-
5220438,exome,chr20,+,34288774,34288823,ROMO1,exonic,,GOOD,NO,20,34287231,34288902,+
4070201,exome,chr20,+,826726,826775,FAM110A,exonic,,GOOD,NO,20,814339,826922,+
360176,exome,chr20,-,43090641,43090690,LINC01620,exonic,,GOOD,NO,20,43080623,43093984,-
6040279,exome,chr20,+,13797589,13797798,NDUFAF5,exonic,,GOOD,SPLICE,20,13765671,13799067,+
5960736,exome,chr20,+,17971387,17971436,MGME1,exonic,,GOOD,NO,20,17949533,17971765,+
2690431,exome,chr20,+,10603897,10603946,SLX4IP,exonic,,GOOD,NO,20,10415950,10608682,+
3440132,exome,chr21,+,33765929,33765978,URB1-AS1,exonic,,GOOD,NO,21,33765441,33766266,+
3400497,exome,chr21,-,46490937,46490986,SSR4P1,exonic,,GOOD,NO,21,46490869,46493126,-
4900040,exome,chr21,-,43522759,43522808,UMODL1-AS1,exonic,,GOOD,NO,21,43522243,43528644,-
3400164,exome,chr21,-,45748843,45748892,C21orf2,exonic,,GOOD,NO,21,45748826,45759285,-
10196,exome,chr21,+,45560172,45560221,C21orf33,exonic,,GOOD,NO,21,45553493,45565605,+
5050376,exome,chr21,+,45565367,45565416,C21orf33,exonic,,GOOD,NO,21,45553493,45565605,+
5870576,exome,chr21,+,45564715,45564764,C21orf33,exonic,,GOOD,NO,21,45553493,45565605,+
6400750,exome,chr21,+,17566828,17566877,MIR99AHG,exonic,,GOOD,NO,21,17442807,18004046,+
1820132,exome,chr21,+,18821218,18821267,LINC01549,exonic,,GOOD,NO,21,18811207,18821503,+
1440273,exome,chr21,-,33640625,33640674,MIS18A,exonic,,GOOD,NO,21,33640529,33651376,-
1500390,exome,chr21,-,47581444,47581493,SPATC1L,exonic,,GOOD,NO,21,47581061,47604373,-
1110349,exome,chr21,+,47711258,47711307,YBEY,exonic,,GOOD,NO,21,47706243,47717665,+
2900403,exome,chr21,+,47716130,47717487,YBEY,exonic,,GOOD,SPLICE,21,47706243,47717665,+
6380187,exome,chr21,+,47706854,47706903,YBEY,exonic,,GOOD,SPLICE,21,47706243,47717665,+
7560612,exome,chr21,-,47721136,47721185,C21orf58,exonic,,GOOD,NO,21,47720343,47743813,-
2320324,exome,chr21,-,33984702,33984751,C21orf59,exonic,,GOOD,NO,21,33973983,33984918,-
7040162,exome,chr21,-,33974618,33974667,C21orf59,exonic,,GOOD,NO,21,33973983,33984918,-
3310307,exome,chr21,+,33887377,33887426,EVA1C,exonic,,GOOD,NO,21,33783999,33887710,+
2490044,exome,chr21,-,34131497,34131546,PAXBP1,exonic,,GOOD,NO,21,34106209,34144169,-
5670072,exome,chr21,-,34132264,34133377,PAXBP1,exonic,,GOOD,SPLICE,21,34106209,34144169,-
6280626,exome,chr21,-,34106382,34106431,PAXBP1,exonic,,GOOD,NO,21,34106209,34144169,-
6770753,exome,chr21,-,34113873,34113922,PAXBP1,exonic,,GOOD,NO,21,34106209,34144169,-
150315,exome,chr21,+,30547895,30547944,MAP3K7CL,exonic,,GOOD,NO,21,30449791,30548210,+
620440,exome,chr21,+,46360083,46363629,FAM207A,exonic,,GOOD,SPLICE,21,46359611,46396904,+
2600519,exome,chr21,+,46396741,46396790,FAM207A,exonic,,GOOD,NO,21,46359611,46396904,+
2450088,exome,chr21,-,19165512,19165561,C21orf91,exonic,,GOOD,NO,21,19161283,19191703,-
6770576,exome,chr21,-,19167525,19167574,C21orf91,exonic,,GOOD,NO,21,19161283,19191703,-
3460278,exome,chr22,-,24936582,24936631,GUCD1,exonic,,GOOD,NO,22,24936390,24951903,-
630446,exome,chr22,+,20053228,20053277,TANGO2,exonic,,GOOD,NO,22,20004522,20054687,+
50164,exome,chr22,+,31322430,31322479,MORC2-AS1,exonic,,GOOD,NO,22,31318294,31322640,+
5810632,exome,chr22,-,32783823,32783872,RTCB,exonic,,GOOD,NO,22,32783561,32808274,-
1440619,exome,chr22,-,32077525,32077574,PRR14L,exonic,,GOOD,NO,22,32077333,32146120,-
990014,exome,chr22,+,42480171,42480220,SMDT1,exonic,,GOOD,NO,22,42475694,42480288,+
6960278,exome,chr22,-,37387617,37395914,TEX33,exonic,,GOOD,SPLICE,22,37387159,37403877,-
5860156,exome,chr22,-,19431161,19431210,C22orf39,exonic,,GOOD,NO,22,19428409,19435755,-
3370440,exome,chr22,-,46640562,46640611,CDPF1,exonic,,GOOD,NO,22,46639909,46646193,-
2510102,exome,chr22,-,45588455,45588504,KIAA0930,exonic,,GOOD,NO,22,45588122,45636650,-
6770209,exome,chr21,-,43305265,43305314,C2CD2,exonic,,GOOD,NO,21,43305218,43373999,-
830176,exome,chr2,+,27002969,27003018,SLC35F6,exonic,,GOOD,NO,2,26987141,27004099,+
1170056,exome,chr2,-,220036875,220036924,CNPPD1,exonic,,GOOD,NO,2,220036618,220042896,-
4180196,exome,chr2,-,150427600,150427649,MMADHC,exonic,,GOOD,NO,2,150426146,150444330,-
4560022,exome,chr2,-,150426594,150426643,MMADHC,exonic,,GOOD,NO,2,150426146,150444330,-
2680438,exome,chr2,+,27439477,27439749,ATRAID,exonic,,GOOD,SPLICE,2,27434898,27440046,+
3800025,exome,chr2,+,27438617,27439435,ATRAID,exonic,,GOOD,SPLICE,2,27434898,27440046,+
5700523,exome,chr2,+,101886681,101886730,CNOT11,exonic,,GOOD,NO,2,101869344,101886778,+
4920274,exome,chr2,+,54045616,54045665,ERLEC1,exonic,,GOOD,NO,2,54014067,54045956,+
4120356,exome,chr2,+,44999430,44999479,CAMKMT,exonic,,GOOD,NO,2,44589042,44999731,+
2230653,exome,chr2,+,172338456,172338505,DCAF17,exonic,,GOOD,NO,2,172290760,172341562,+
5420719,exome,chr2,-,70377067,70377116,C2orf42,exonic,,GOOD,NO,2,70377016,70418151,-
6860273,exome,chr2,-,20885191,20885240,LDAH,exonic,,GOOD,NO,2,20883773,21022890,-
6100154,exome,chr2,-,24252365,24252414,WDCP,exonic,,GOOD,NO,2,24252205,24270296,-
4120377,exome,chr2,+,200828460,200828509,C2orf47,exonic,,GOOD,NO,2,200820039,200828847,+
870731,exome,chr2,+,105959650,105961790,C2orf49,exonic,,GOOD,SPLICE,2,105953815,105965271,+
4220528,exome,chr2,-,99410422,99410471,KIAA1211L,exonic,,GOOD,NO,2,99410308,99552684,-
620228,exome,chr2,+,37475422,37475471,NDUFAF7,exonic,,GOOD,NO,2,37458773,37476303,+
730136,exome,chr2,+,37468874,37468923,NDUFAF7,exonic,,GOOD,NO,2,37458773,37476303,+
