ProbeID,Exome,Chr,Strand,From,To,Gene,Type,Max_MAF,Comment,Extra_Comment,CHR,TxStart,TxEnd,Gene_strand
1340360,exome,chr1,-,17733424,17733473,RCC2,exonic,,GOOD,NO,1,17733250,17766250,-
2810670,exome,chr16,+,16429970,16434187,PKD1P1,exonic,,GOOD,SPLICE,16,16411465,16444465,+
2680564,exome,chr2,+,219232482,219232531,CATIP,exonic,,GOOD,NO,2,219221578,219232817,+
1340750,exome,chr17,-,74035452,74035501,SRP68,exonic,,GOOD,NO,17,74034855,74068607,-
1190739,exome,chr16,+,19127723,19127772,ITPRIPL2,exonic,,GOOD,NO,16,19125253,19132952,+
1980682,exome,chr2,-,200134550,200134599,SATB2,exonic,,GOOD,NO,2,200134222,200335989,-
3840020,exome,chr2,+,232263589,232263638,B3GNT7,exonic,,GOOD,NO,2,232260334,232265875,+
1050114,exome,chr6,+,4955554,4955603,CDYL,exonic,,GOOD,NO,6,4706392,4955778,+
1190703,exome,chr8,+,39873560,39873609,IDO2,exonic,,GOOD,NO,8,39792473,39873910,+
2600528,exome,chr8,+,39873305,39873354,IDO2,exonic,,GOOD,NO,8,39792473,39873910,+
4880300,exome,chr11,-,46625138,46625187,HARBI1,exonic,,GOOD,NO,11,46624855,46638777,-
1500386,exome,chrX,-,57932309,57932358,ZXDA,exonic,,GOOD,NO,X,57931863,57937067,-
7050598,exome,chr3,-,8661563,8661612,SSUH2,exonic,,GOOD,NO,3,8661085,8693764,-
4260441,exome,chr3,+,45077256,45077305,CLEC3B,exonic,,GOOD,NO,3,45067758,45077565,+
2260424,exome,chr5,-,24487429,24487478,CDH10,exonic,,GOOD,NO,5,24487208,24645087,-
3060215,exome,chr7,-,99673172,99673221,ZNF3,exonic,,GOOD,NO,7,99661469,99680171,-
5720373,exome,chr11,-,418489,418538,ANO9,exonic,,GOOD,NO,11,417929,442011,-
2750711,exome,chr11,-,418230,418279,ANO9,exonic,,GOOD,NO,11,417929,442011,-
3400121,exome,chr11,-,418531,418580,ANO9,exonic,,GOOD,NO,11,417929,442011,-
6620470,exome,chr1,-,248756302,248756351,OR2T10,exonic,,GOOD,NO,1,248756130,248757069,-
6020286,exome,chr5,+,52780895,52780944,FST,exonic,,GOOD,NO,5,52776263,52782304,+
3170669,exome,chr2,-,100017641,100017690,REV1,exonic,,GOOD,NO,2,100016937,100106518,-
4850632,exome,chr11,-,77812156,77812205,ALG8,exonic,,GOOD,NO,11,77811987,77850699,-
360577,exome,chr2,-,37208653,37208702,HEATR5B,exonic,,GOOD,NO,2,37208143,37311488,-
3800273,exome,chr17,-,5403027,5403076,LOC728392,exonic,,GOOD,NO,17,5402746,5404319,-
2750148,exome,chr19,+,14831217,14831266,ZNF333,exonic,,GOOD,NO,19,14800851,14844558,+
3870300,exome,chr19,+,14831332,14831381,ZNF333,exonic,,GOOD,NO,19,14800851,14844558,+
940373,exome,chr3,-,125725361,125725959,SLC41A3,exonic,,GOOD,SPLICE,3,125725199,125820391,-
1010746,exome,chr4,-,121957127,121957176,NDNF,exonic,,GOOD,NO,4,121956781,121993673,-
5860112,exome,chr4,+,1020338,1020387,FGFRL1,exonic,,GOOD,NO,4,1005609,1020686,+
7610242,exome,chr7,-,151133283,151133332,CRYGN,exonic,,GOOD,NO,7,151125917,151137899,-
5390328,exome,chr21,+,39628904,39628953,KCNJ15,exonic,,GOOD,NO,21,39601836,39673746,+
1050215,exome,chr21,+,39673492,39673541,KCNJ15,exonic,,GOOD,NO,21,39601836,39673746,+
6100364,exome,chr2,-,60773386,60773435,BCL11A,exonic,,GOOD,NO,2,60678301,60780633,-
780762,exome,chr17,-,80202349,80202398,CSNK1D,exonic,,GOOD,NO,17,80200536,80231618,-
5130577,exome,chr11,-,118895152,118895201,SLC37A4,exonic,,GOOD,NO,11,118895060,118901616,-
4880431,exome,chr19,-,40948274,40948323,SERTAD3,exonic,,GOOD,NO,19,40946747,40950282,-
3370474,exome,chr19,-,40947015,40947064,SERTAD3,exonic,,GOOD,NO,19,40946747,40950282,-
1580246,exome,chr11,-,121959987,121960036,MIR100HG,exonic,,GOOD,NO,11,121899036,122293579,-
4830477,exome,chr17,+,7323022,7323071,NLGN2,exonic,,GOOD,NO,17,7311501,7323183,+
3360341,exome,chr16,+,21328755,21328804,CRYM-AS1,exonic,,GOOD,NO,16,21312169,21329912,+
4590349,exome,chr2,+,148688099,148688148,ACVR2A,exonic,,GOOD,NO,2,148602085,148688396,+
3190113,exome,chr8,+,100520082,100520131,VPS13B,exonic,,GOOD,NO,8,100025493,100889814,+
5310630,exome,chr5,+,122950666,122950715,CSNK1G3,exonic,,GOOD,NO,5,122847792,122952738,+
7100131,exome,chr2,+,219527922,219527971,BCS1L,exonic,,GOOD,NO,2,219524378,219528166,+
6590349,exome,chr9,+,127121128,127121177,LOC100129034,exonic,,GOOD,NO,9,127115751,127121463,+
6250553,exome,chr16,+,315780,315829,FAM234A,exonic,,GOOD,NO,16,284544,319942,+
1010333,exome,chr4,+,4865147,4865196,MSX1,exonic,,GOOD,NO,4,4861391,4865660,+
6590441,exome,chr2,-,230632278,230632327,TRIP12,exonic,,GOOD,NO,2,230628552,230786725,-
2370747,exome,chr11,-,119982209,119982258,TRIM29,exonic,,GOOD,NO,11,119981993,120008863,-
780750,exome,chr11,-,119983136,119986046,TRIM29,exonic,,GOOD,SPLICE,11,119981993,120008863,-
1940487,exome,chr17,+,40463636,40463685,STAT5A,exonic,,GOOD,NO,17,40439564,40463960,+
1010347,exome,chr19,-,36605122,36605258,POLR2I,exonic,,GOOD,SPLICE,19,36604610,36606206,-
540619,exome,chr11,+,866000,866609,TSPAN4,exonic,,GOOD,SPLICE,11,842823,867116,+
270068,exome,chr20,+,4168271,4168320,SMOX,exonic,,GOOD,NO,20,4129425,4168394,+
6580072,exome,chr20,+,4167413,4167462,SMOX,exonic,,GOOD,NO,20,4129425,4168394,+
6560707,exome,chr16,-,79755247,79755296,MAFTRR,exonic,,GOOD,NO,16,79755208,79804429,-
2940020,exome,chr16,-,27236531,27237069,NSMCE1,exonic,,GOOD,SPLICE,16,27236314,27280113,-
1430484,exome,chr21,-,15326416,15326465,ANKRD20A11P,exonic,,GOOD,NO,21,15316095,15352765,-
3170687,exome,chr19,-,51446706,51446755,KLK5,exonic,,GOOD,NO,19,51446558,51456344,-
7510020,exome,chr2,-,74745602,74745651,DQX1,exonic,,GOOD,NO,2,74745257,74753408,-
3310731,exome,chr9,-,5335278,5335327,RLN1,exonic,,GOOD,NO,9,5334931,5339873,-
1470358,exome,chr19,-,12841881,12842205,C19orf43,exonic,,GOOD,SPLICE,19,12841453,12845529,-
6580202,exome,chr19,-,12841665,12841714,C19orf43,exonic,,GOOD,NO,19,12841453,12845529,-
4390347,exome,chr17,+,41323246,41323295,NBR1,exonic,,GOOD,NO,17,41322487,41363708,+
6590379,exome,chr15,+,72106944,72106993,NR2E3,exonic,,GOOD,NO,15,72102887,72110597,+
6350711,exome,chr3,+,188596357,188596406,LPP,exonic,,GOOD,NO,3,187871660,188608460,+
3800500,exome,chr8,+,67086768,67086817,TRIM55,exonic,,GOOD,NO,8,67039277,67087718,+
6280482,exome,chr16,+,69376784,69376833,NIP7,exonic,,GOOD,NO,16,69373414,69377013,+
4200246,exome,chr20,+,29960956,29961005,DEFB118,exonic,,GOOD,NO,20,29956420,29961705,+
1090441,exome,chr2,+,85663609,85663658,SH2D6,exonic,,GOOD,NO,2,85646053,85664152,+
4810630,exome,chr4,-,100801213,100801262,LAMTOR3,exonic,,GOOD,NO,4,100799494,100815703,-
4150753,exome,chr7,-,30053140,30053189,FKBP14,exonic,,GOOD,NO,7,30050198,30066417,-
6100411,exome,chr7,-,30053412,30053461,FKBP14,exonic,,GOOD,NO,7,30050198,30066417,-
6100220,exome,chr3,-,71247445,71247494,FOXP1,exonic,,GOOD,NO,3,71003864,71633140,-
2760224,exome,chr3,-,71005331,71005380,FOXP1,exonic,,GOOD,NO,3,71003864,71633140,-
20162,exome,chr3,-,71005091,71005140,FOXP1,exonic,,GOOD,NO,3,71003864,71633140,-
670100,exome,chr16,+,23227716,23227765,SCNN1G,exonic,,GOOD,NO,16,23194039,23228200,+
4070020,exome,chrX,-,25022524,25022573,ARX,exonic,,GOOD,NO,X,25021812,25034065,-
4260309,exome,chr5,+,66212838,66282312,MAST4,exonic,,GOOD,SPLICE,5,65892175,66465423,+
6770025,exome,chr11,-,64888502,64889014,FAU,exonic,,GOOD,SPLICE,11,64888098,64889672,-
6510053,exome,chr14,+,20925583,20925632,APEX1,exonic,,GOOD,NO,14,20923289,20925931,+
2680373,exome,chr10,+,60130050,60130099,UBE2D1,exonic,,GOOD,NO,10,60094738,60130513,+
150564,exome,chr19,-,16591504,16593296,CALR3,exonic,,GOOD,SPLICE,19,16589867,16607003,-
6650220,exome,chr20,-,3127492,3127541,FASTKD5,exonic,,GOOD,NO,20,3127164,3140532,-
4850538,exome,chr10,+,135205138,135205187,PAOX,exonic,,GOOD,NO,10,135192740,135205200,+
5360477,exome,chr14,+,21388117,21388166,ECRP,exonic,,GOOD,NO,14,21387499,21388335,+
240008,exome,chr19,+,57773197,57773246,ZNF805,exonic,,GOOD,NO,19,57752052,57774106,+
4050411,exome,chr18,+,20838391,20838440,CABLES1,exonic,,GOOD,NO,18,20714527,20840434,+
5810246,exome,chr6,-,64472424,64472473,EYS,exonic,,GOOD,NO,6,64429875,66417118,-
5340291,exome,chr16,-,75662521,75662570,KARS,exonic,,GOOD,NO,16,75661621,75681585,-
2510750,exome,chr11,+,67024901,67024950,KDM2A,exonic,,GOOD,NO,11,66886739,67025550,+
6200132,exome,chr7,+,72850400,72850449,FZD9,exonic,,GOOD,NO,7,72848108,72850450,+
5900474,exome,chr1,-,154929809,154929858,PYGO2,exonic,,GOOD,NO,1,154929501,154934258,-
4780437,exome,chr4,+,114304515,114304564,ANK2,exonic,,GOOD,NO,4,113739238,114304896,+
5560497,exome,chr8,-,38174238,38174287,WHSC1L1,exonic,,GOOD,NO,8,38132560,38239790,-
870689,exome,chr8,-,38187056,38187105,WHSC1L1,exonic,,GOOD,NO,8,38132560,38239790,-
1400682,exome,chr13,-,22067000,22067049,MICU2,exonic,,GOOD,NO,13,22066827,22178355,-
4570368,exome,chr3,+,121796769,121796818,CD86,exonic,,GOOD,NO,3,121774208,121839988,+
2650382,exome,chr17,-,10293732,10293781,MYH8,exonic,,GOOD,NO,17,10293641,10325267,-
540639,exome,chr1,+,110141537,110141586,MIR197,exonic,,GOOD,NO,1,110141514,110141589,+
3370482,exome,chr19,+,41456242,41456291,CYP2B7P,exonic,,GOOD,NO,19,41430169,41456565,+
4390278,exome,chr5,+,121488775,121488824,ZNF474,exonic,,GOOD,NO,5,121465207,121489266,+
1690079,exome,chr5,+,121488853,121488902,ZNF474,exonic,,GOOD,NO,5,121465207,121489266,+
730414,exome,chr19,+,45412376,45412425,APOE,exonic,,GOOD,NO,19,45409005,45412652,+
4640367,exome,chr22,+,32014163,32014212,SFI1,exonic,,GOOD,NO,22,31892124,32014537,+
3990703,exome,chr1,-,206941111,206941160,IL10,exonic,,GOOD,NO,1,206940947,206945839,-
6180093,exome,chr1,-,206941467,206941516,IL10,exonic,,GOOD,NO,1,206940947,206945839,-
1070270,exome,chr1,-,205884399,205884448,SLC26A9,exonic,,GOOD,NO,1,205882176,205912588,-
2190711,exome,chr1,-,205882461,205882510,SLC26A9,exonic,,GOOD,NO,1,205882176,205912588,-
3420040,exome,chr11,+,394220,394269,PKP3,exonic,,GOOD,NO,11,392598,404908,+
6180600,exome,chr19,-,55439053,55439102,NLRP7,exonic,,GOOD,NO,19,55434876,55458873,-
5670129,exome,chr19,-,55435058,55435107,NLRP7,exonic,,GOOD,NO,19,55434876,55458873,-
1400491,exome,chr22,-,41829721,41829770,TOB2,exonic,,GOOD,NO,22,41829491,41843027,-
4120669,exome,chr2,+,215279140,215279189,VWC2L,exonic,,GOOD,NO,2,215276460,215440653,+
4120438,exome,chr14,-,24736976,24737118,RABGGTA,exonic,,GOOD,SPLICE,14,24734743,24740833,-
6380138,exome,chr7,-,123322281,123322330,WASL,exonic,,GOOD,NO,7,123321980,123389125,-
2570722,exome,chr4,-,70346321,70346370,UGT2B4,exonic,,GOOD,NO,4,70345882,70391732,-
6940187,exome,chr11,-,66357873,66357922,CCDC87,exonic,,GOOD,NO,11,66357639,66360554,-
6840468,exome,chr12,-,96367249,96367298,HAL,exonic,,GOOD,NO,12,96366439,96390143,-
6960274,exome,chr12,-,96367931,96367980,HAL,exonic,,GOOD,NO,12,96366439,96390143,-
580037,exome,chr16,+,30016692,30016741,INO80E,exonic,,GOOD,NO,16,30007529,30017115,+
5220113,exome,chr1,+,1270469,1270518,TAS1R3,exonic,,GOOD,NO,1,1266725,1270700,+
4070292,exome,chr6,+,160328762,160328811,MAS1,exonic,,GOOD,NO,6,160327973,160329107,+
5910349,exome,chr19,-,11256641,11256690,SPC24,exonic,,GOOD,NO,19,11256169,11266488,-
870041,exome,chr1,+,153634181,153634230,SNAPIN,exonic,,GOOD,NO,1,153631129,153634328,+
3840747,exome,chr2,-,190617382,190617431,OSGEPL1,exonic,,GOOD,NO,2,190611385,190627924,-
3450180,exome,chr12,+,113355513,113355562,OAS1,exonic,,GOOD,NO,12,113344581,113369995,+
1300020,exome,chr5,-,160721267,160721316,GABRB2,exonic,,GOOD,NO,5,160715435,160975130,-
270376,exome,chr7,+,56067577,56067626,GBAS,exonic,,GOOD,NO,7,56032269,56067875,+
3710360,exome,chr3,-,38494502,38494551,ACVR2B-AS1,exonic,,GOOD,NO,3,38492517,38496311,-
4900040,exome,chr21,-,43522759,43522808,UMODL1-AS1,exonic,,GOOD,NO,21,43522243,43528644,-
20113,exome,chr4,+,70866583,70866632,STATH,exonic,,GOOD,NO,4,70861647,70868173,+
6290500,exome,chr7,+,76140076,76140125,UPK3B,exonic,,GOOD,NO,7,76139739,76157199,+
6510121,exome,chr7,+,76143358,76144375,UPK3B,exonic,,GOOD,SPLICE,7,76139739,76157199,+
7560286,exome,chr7,+,76144639,76144688,UPK3B,exonic,,GOOD,NO,7,76139739,76157199,+
6660341,exome,chr3,-,125822638,125822687,ALDH1L1,exonic,,GOOD,NO,3,125822403,125900029,-
1500484,exome,chr18,-,73121720,73121769,SMIM21,exonic,,GOOD,NO,18,73121430,73139658,-
5560367,exome,chr1,-,38181920,38181969,EPHA10,exonic,,GOOD,NO,1,38181645,38230824,-
4250292,exome,chr14,+,36340707,36340756,BRMS1L,exonic,,GOOD,NO,14,36295596,36341169,+
3140039,exome,chr14,+,36340639,36340688,BRMS1L,exonic,,GOOD,NO,14,36295596,36341169,+
1780692,exome,chr16,-,28916226,28916275,RABEP2,exonic,,GOOD,NO,16,28915741,28936532,-
4040767,exome,chr17,-,34862342,34862391,MYO19,exonic,,GOOD,NO,17,34851598,34891305,-
5860465,exome,chrY,+,14971985,14972034,USP9Y,exonic,,GOOD,NO,Y,14813159,14972768,+
1940093,exome,chr13,-,51286294,51286343,DLEU7,exonic,,GOOD,NO,13,51285161,51418075,-
2320553,exome,chr1,-,6418888,6418937,ACOT7,exonic,,GOOD,NO,1,6324331,6453826,-
7510605,exome,chr19,-,9868416,9868465,ZNF846,exonic,,GOOD,NO,19,9868150,9879410,-
380524,exome,chr6,+,33556744,33556793,GGNBP1,exonic,,GOOD,NO,6,33551475,33556803,+
1450100,exome,chr1,+,18153235,18153284,ACTL8,exonic,,GOOD,NO,1,18081807,18153558,+
6860202,exome,chr3,-,53259906,53260779,TKT,exonic,,GOOD,SPLICE,3,53258722,53290130,-
2900754,exome,chr1,+,76378412,76378461,MSH4,exonic,,GOOD,NO,1,76262555,76378923,+
7650414,exome,chr1,+,179045367,179045416,FAM20B,exonic,,GOOD,NO,1,178994938,179045709,+
5310152,exome,chr4,+,146049799,146049848,ABCE1,exonic,,GOOD,NO,4,146019155,146050676,+
1090543,exome,chr4,+,146049778,146049827,ABCE1,exonic,,GOOD,NO,4,146019155,146050676,+
50259,exome,chr11,-,67218928,67218977,GPR152,exonic,,GOOD,NO,11,67218771,67220200,-
6840450,exome,chr14,+,66958898,66963579,LINC00238,exonic,,GOOD,SPLICE,14,66953088,66965271,+
610280,exome,chr2,+,130939762,130939811,MZT2B,exonic,,GOOD,NO,2,130939500,130948300,+
20543,exome,chr16,-,71792337,71792386,SNORD71,exonic,,GOOD,NO,16,71792304,71792390,-
6580521,exome,chr13,+,100038523,100038572,UBAC2,exonic,,GOOD,NO,13,99852678,100038753,+
1010152,exome,chr4,+,154557470,154557519,KIAA0922,exonic,,GOOD,NO,4,154387497,154557862,+
3310500,exome,chr18,+,580996,581045,CETN1,exonic,,GOOD,NO,18,580342,582020,+
2680280,exome,chr3,+,111565175,111565224,PLCXD2,exonic,,GOOD,NO,3,111393522,111565294,+
6220239,exome,chr5,-,87836923,87837883,LINC00461,exonic,,GOOD,SPLICE,5,87836596,87980620,-
460161,exome,chr17,+,65052788,65052837,CACNG1,exonic,,GOOD,NO,17,65040651,65052911,+
940672,exome,chr11,+,45834349,45834398,SLC35C1,exonic,,GOOD,NO,11,45825622,45834567,+
1850717,exome,chr1,-,36805665,36805714,STK40,exonic,,GOOD,NO,1,36805219,36851528,-
3840521,exome,chr1,-,36805399,36805448,STK40,exonic,,GOOD,NO,1,36805219,36851528,-
780414,exome,chr12,-,4554494,4554543,FGF6,exonic,,GOOD,NO,12,4543307,4554780,-
4810494,exome,chr17,+,55198109,55198158,AKAP1,exonic,,GOOD,NO,17,55162552,55198710,+
1580301,exome,chr15,-,25924089,25924138,ATP10A,exonic,,GOOD,NO,15,25923859,26108349,-
4390369,exome,chr12,-,58191766,58193614,AVIL,exonic,,GOOD,SPLICE,12,58191159,58209852,-
3800390,exome,chr9,-,117444320,117444369,LOC100505478,exonic,,GOOD,NO,9,117428713,117444369,-
2260224,exome,chr12,+,97157998,97158874,CFAP54,exonic,,GOOD,SPLICE,12,96883348,97269333,+
2190541,exome,chr7,-,99806627,99806676,GATS,exonic,,GOOD,NO,7,99798277,99869855,-
670632,exome,chrX,-,13054137,13056583,FAM9C,exonic,,GOOD,SPLICE,X,13053735,13062917,-
1440632,exome,chr13,+,98675849,98675898,IPO5,exonic,,GOOD,NO,13,98605928,98676550,+
2710750,exome,chr17,-,27239200,27239249,PHF12,exonic,,GOOD,NO,17,27232270,27278508,-
6020156,exome,chr11,-,123624749,123624798,OR6X1,exonic,,GOOD,NO,11,123624287,123625226,-
1050356,exome,chr9,-,113636116,113636165,LPAR1,exonic,,GOOD,NO,9,113636053,113800365,-
3450470,exome,chr9,-,113735784,113735833,LPAR1,exonic,,GOOD,NO,9,113636053,113800365,-
4810458,exome,chr6,-,137465399,137465448,IL22RA2,exonic,,GOOD,NO,6,137464956,137494785,-
6020097,exome,chr14,-,94855147,94855196,SERPINA1,exonic,,GOOD,NO,14,94843083,94857029,-
540020,exome,chr1,+,236712447,236712496,LGALS8,exonic,,GOOD,NO,1,236681513,236716279,+
360039,exome,chr19,-,15562615,15562664,RASAL3,exonic,,GOOD,NO,19,15562437,15575382,-
520273,exome,chr19,-,15562461,15562510,RASAL3,exonic,,GOOD,NO,19,15562437,15575382,-
6960376,exome,chr16,-,1560716,1560765,IFT140,exonic,,GOOD,NO,16,1560427,1662109,-
430356,exome,chr1,+,248059485,248059534,OR2W3,exonic,,GOOD,NO,1,248058888,248059833,+
3850202,exome,chr16,-,21658460,21658509,IGSF6,exonic,,GOOD,NO,16,21652604,21663987,-
1990390,exome,chr12,+,70209217,70209266,RAB3IP,exonic,,GOOD,NO,12,70132465,70216984,+
1170605,exome,chr19,-,19734572,19734621,LPAR2,exonic,,GOOD,NO,19,19734465,19739039,-
4040201,exome,chr12,-,122656808,122656857,IL31,exonic,,GOOD,NO,12,122656576,122658746,-
3840717,exome,chr17,+,47300372,47300421,ABI3,exonic,,GOOD,NO,17,47287588,47300587,+
4640743,exome,chr1,-,95362631,95362680,CNN3,exonic,,GOOD,NO,1,95362504,95392779,-
5870196,exome,chr1,-,90097580,90097629,FLJ27354,exonic,,GOOD,NO,1,90090407,90098453,-
6650739,exome,chr13,+,80491963,80492012,LINC00382,exonic,,GOOD,NO,13,80446720,80492171,+
1170288,exome,chr19,+,50183455,50183504,PRMT1,exonic,,GOOD,NO,19,50180408,50191707,+
6400138,exome,chr19,+,50189966,50191450,PRMT1,exonic,,GOOD,SPLICE,19,50180408,50191707,+
1050528,exome,chr1,-,55250527,55250576,TTC22,exonic,,GOOD,NO,1,55246751,55266941,-
1660131,exome,chr11,+,100858262,100858311,ARHGAP42,exonic,,GOOD,NO,11,100558406,100861656,+
160184,exome,chr17,-,39032500,39032549,KRT20,exonic,,GOOD,NO,17,39032140,39041495,-
5290674,exome,chr17,-,39032649,39032698,KRT20,exonic,,GOOD,NO,17,39032140,39041495,-
5080671,exome,chr20,-,25754175,25754224,FAM182B,exonic,,GOOD,NO,20,25744101,25781927,-
7570066,exome,chr1,-,175914024,175914073,RFWD2,exonic,,GOOD,NO,1,175913961,176176380,-
2940243,exome,chr1,-,176105626,176105675,RFWD2,exonic,,GOOD,NO,1,175913961,176176380,-
130639,exome,chr1,-,175914087,175914136,RFWD2,exonic,,GOOD,NO,1,175913961,176176380,-
5870600,exome,chr3,-,33430145,33430194,UBP1,exonic,,GOOD,NO,3,33429828,33481897,-
6270332,exome,chr16,+,29792540,29792589,ZG16,exonic,,GOOD,NO,16,29789560,29792969,+
5820561,exome,chrX,-,53401356,53401405,SMC1A,exonic,,GOOD,NO,X,53401069,53449677,-
1500296,exome,chr12,-,72665792,72665841,TRHDE-AS1,exonic,,GOOD,NO,12,72647286,72667289,-
1510674,exome,chr9,-,115804185,115804234,ZFP37,exonic,,GOOD,NO,9,115804094,115819071,-
2940553,exome,chr1,+,100933599,100933648,CDC14A,exonic,,GOOD,NO,1,100810570,100985833,+
2600154,exome,chr19,-,36245532,36245581,HSPB6,exonic,,GOOD,NO,19,36245466,36247930,-
990184,exome,chr3,-,64004654,64004703,PSMD6,exonic,,GOOD,NO,3,63996224,64009686,-
5810070,exome,chr3,-,63996602,63999134,PSMD6,exonic,,GOOD,SPLICE,3,63996224,64009686,-
6860091,exome,chr6,-,4130434,4130483,ECI2,exonic,,GOOD,NO,6,4115926,4135831,-
2690437,exome,chr1,-,33979668,33979717,CSMD2,exonic,,GOOD,NO,1,33979598,34631443,-
1240037,exome,chr4,+,75974952,75975001,PARM1,exonic,,GOOD,NO,4,75858284,75975325,+
1660767,exome,chr8,+,24776254,24776303,NEFM,exonic,,GOOD,NO,8,24771273,24776606,+
2510669,exome,chr16,+,84497367,84497416,ATP2C2,exonic,,GOOD,NO,16,84402128,84497793,+
4490184,exome,chr11,-,7949628,7949677,OR10A6,exonic,,GOOD,NO,11,7949264,7950209,-
3930392,exome,chr14,+,21162178,21162227,ANG,exonic,,GOOD,NO,14,21152335,21162345,+
1170482,exome,chr1,+,10690553,10690602,PEX14,exonic,,GOOD,NO,1,10535002,10690815,+
4150484,exome,chr14,+,104002175,104002224,TRMT61A,exonic,,GOOD,NO,14,103995508,104003410,+
6250148,exome,chr15,+,102359088,102359137,OR4F15,exonic,,GOOD,NO,15,102358389,102359328,+
7210072,exome,chr2,+,99811222,99811271,MRPL30,exonic,,GOOD,NO,2,99797541,99816020,+
450288,exome,chr2,+,99813201,99813250,MRPL30,exonic,,GOOD,NO,2,99797541,99816020,+
4230259,exome,chrX,+,154350760,154350809,BRCC3,exonic,,GOOD,NO,X,154299694,154351349,+
3800332,exome,chr11,-,118888748,118889025,RPS25,exonic,,GOOD,SPLICE,11,118886421,118889057,-
1510630,exome,chr16,+,68113127,68113176,DUS2,exonic,,GOOD,NO,16,68056846,68113226,+
50553,exome,chr9,-,34635201,34635250,SIGMAR1,exonic,,GOOD,NO,9,34634718,34637823,-
2940528,exome,chr9,-,34634916,34634965,SIGMAR1,exonic,,GOOD,NO,9,34634718,34637823,-
510291,exome,chr8,+,91063942,91064089,DECR1,exonic,,GOOD,SPLICE,8,91013579,91064227,+
4060068,exome,chr7,-,148700413,148700462,PDIA4,exonic,,GOOD,NO,7,148700153,148725782,-
830132,exome,chr17,-,47301003,47301052,PHOSPHO1,exonic,,GOOD,NO,17,47300731,47308128,-
60626,exome,chr7,+,143771971,143772020,OR2A25,exonic,,GOOD,NO,7,143771312,143772245,+
5490161,exome,chr14,-,77597686,77597735,ZDHHC22,exonic,,GOOD,NO,14,77597612,77608134,-
10050,exome,chr5,+,78981618,78981667,PAPD4,exonic,,GOOD,NO,5,78908242,78982471,+
240220,exome,chr12,-,7510007,7510056,CD163L1,exonic,,GOOD,NO,12,7507555,7596781,-
4890612,exome,chr9,-,140114699,140114748,RNF208,exonic,,GOOD,NO,9,140114698,140115775,-
2120008,exome,chr17,-,46653211,46653260,HOXB4,exonic,,GOOD,NO,17,46652868,46655743,-
4120452,exome,chr12,-,100550546,100550595,GOLGA2P5,exonic,,GOOD,NO,12,100550174,100567121,-
7610671,exome,chr8,-,144406710,144406759,TOP1MT,exonic,,GOOD,NO,8,144391496,144442147,-
5220204,exome,chr19,+,10203832,10203881,C19orf66,exonic,,GOOD,NO,19,10196794,10203928,+
5820390,exome,chr13,-,46641489,46641538,CPB2,exonic,,GOOD,NO,13,46627321,46679211,-
1990008,exome,chr19,-,47124023,47124072,PTGIR,exonic,,GOOD,NO,19,47123724,47128354,-
1780470,exome,chr16,+,67008488,67008537,CES3,exonic,,GOOD,NO,16,66995131,67009052,+
7570593,exome,chr1,-,158532705,158532754,OR6P1,exonic,,GOOD,NO,1,158532440,158533394,-
1240717,exome,chr15,+,30423497,30423546,ULK4P3,exonic,,GOOD,NO,15,30395934,30423948,+
670500,exome,chr11,-,46776566,46776615,CKAP5,exonic,,GOOD,NO,11,46765083,46867859,-
630333,exome,chr11,-,46765363,46765412,CKAP5,exonic,,GOOD,NO,11,46765083,46867859,-
5270164,exome,chr1,+,244216859,244216908,ZBTB18,exonic,,GOOD,NO,1,244212240,244220780,+
7380524,exome,chr10,-,134755175,134755224,CFAP46,exonic,,GOOD,NO,10,134621895,134756089,-
4860608,exome,chr10,-,134751115,134751164,CFAP46,exonic,,GOOD,NO,10,134621895,134756089,-
5220187,exome,chr15,+,34520770,34521982,EMC4,exonic,,GOOD,SPLICE,15,34517197,34522366,+
1070593,exome,chr4,+,166243893,166243942,KLHL2,exonic,,GOOD,NO,4,166128769,166244308,+
3120259,exome,chr6,-,109721295,109721344,PPIL6,exonic,,GOOD,NO,6,109711417,109762374,-
770300,exome,chr11,+,63177341,63177390,SLC22A9,exonic,,GOOD,NO,11,63137260,63177712,+
4490224,exome,chr10,+,124647830,124647879,LOC399815,exonic,,GOOD,NO,10,124639148,124658230,+
7610202,exome,chr1,+,156705646,156705695,RRNAD1,exonic,,GOOD,NO,1,156698262,156706752,+
7040768,exome,chr19,+,52196051,52196100,MIRLET7E,exonic,,GOOD,NO,19,52196038,52196117,+
6270092,exome,chr3,-,15382753,15382802,SH3BP5,exonic,,GOOD,NO,3,15295862,15382901,-
6510437,exome,chr19,+,8553579,8553628,HNRNPM,exonic,,GOOD,NO,19,8509711,8554002,+
840397,exome,chrX,-,106184156,106184205,MORC4,exonic,,GOOD,NO,X,106183963,106243474,-
6520523,exome,chr16,-,28510900,28510949,IL27,exonic,,GOOD,NO,16,28510682,28518155,-
380750,exome,chr20,+,42089229,42089382,SRSF6,exonic,,GOOD,SPLICE,20,42086503,42092244,+
6480209,exome,chr6,-,90077778,90077827,RRAGD,exonic,,GOOD,NO,6,90074334,90121995,-
5960594,exome,chr2,+,190738356,190742020,PMS1,exonic,,GOOD,SPLICE,2,190648810,190742355,+
2070471,exome,chr18,-,53549164,53549213,LINC01416,exonic,,GOOD,NO,18,53548918,53587430,-
